"exp_value","b","sim","Static_exp"
1,100,1248,TRUE
2,100,1248,TRUE
1,100,1249,TRUE
2,100,1249,TRUE
1,100,1250,TRUE
2,100,1250,TRUE
1,100,1251,TRUE
2,100,1251,TRUE
1,100,1252,TRUE
2,100,1252,TRUE
1,100,1253,TRUE
2,100,1253,TRUE
1,100,1254,TRUE
2,100,1254,TRUE
1,100,1255,TRUE
2,100,1255,TRUE
1,100,1256,TRUE
2,100,1256,TRUE
1,100,1257,TRUE
2,100,1257,TRUE
1,100,1258,TRUE
2,100,1258,TRUE
1,100,1259,FALSE
2,100,1259,FALSE
1,100,1260,TRUE
2,100,1260,TRUE
1,100,1261,TRUE
2,100,1261,TRUE
1,100,1262,TRUE
2,100,1262,TRUE
1,100,1263,TRUE
2,100,1263,TRUE
1,100,1264,FALSE
2,100,1264,FALSE
1,100,1265,FALSE
2,100,1265,FALSE
1,100,1266,TRUE
2,100,1266,TRUE
1,100,1267,TRUE
2,100,1267,TRUE
1,100,1268,TRUE
2,100,1268,TRUE
1,100,1269,TRUE
2,100,1269,TRUE
1,100,1270,TRUE
2,100,1270,TRUE
1,100,1271,FALSE
2,100,1271,FALSE
1,100,1272,FALSE
2,100,1272,FALSE
1,100,1273,TRUE
2,100,1273,TRUE
1,100,1274,TRUE
2,100,1274,TRUE
1,100,1275,TRUE
2,100,1275,TRUE
1,100,1276,TRUE
2,100,1276,TRUE
1,100,1277,TRUE
2,100,1277,TRUE
1,100,1278,TRUE
2,100,1278,TRUE
1,100,1279,TRUE
2,100,1279,TRUE
1,100,1280,TRUE
2,100,1280,TRUE
1,100,1281,TRUE
2,100,1281,TRUE
1,100,1282,TRUE
2,100,1282,TRUE
1,100,1283,TRUE
2,100,1283,TRUE
1,100,1284,TRUE
2,100,1284,TRUE
1,100,1285,FALSE
2,100,1285,FALSE
1,100,1286,TRUE
2,100,1286,TRUE
1,100,1287,TRUE
2,100,1287,TRUE
1,100,1288,TRUE
2,100,1288,TRUE
1,100,1289,TRUE
2,100,1289,TRUE
1,100,1290,FALSE
2,100,1290,FALSE
1,100,1291,TRUE
2,100,1291,TRUE
1,100,1292,TRUE
2,100,1292,TRUE
1,100,1293,TRUE
2,100,1293,TRUE
1,100,1294,TRUE
2,100,1294,TRUE
1,100,1295,TRUE
2,100,1295,TRUE
1,100,1296,FALSE
2,100,1296,FALSE
1,100,1297,TRUE
2,100,1297,TRUE
1,100,1298,FALSE
2,100,1298,FALSE
1,100,1299,TRUE
2,100,1299,TRUE
1,100,1300,TRUE
2,100,1300,TRUE
1,100,1301,TRUE
2,100,1301,TRUE
1,100,1302,TRUE
2,100,1302,TRUE
1,100,1303,TRUE
2,100,1303,TRUE
1,100,1304,TRUE
2,100,1304,TRUE
1,100,1305,TRUE
2,100,1305,TRUE
1,100,1306,FALSE
2,100,1306,FALSE
1,100,1307,TRUE
2,100,1307,TRUE
1,100,1308,TRUE
2,100,1308,TRUE
1,100,1309,TRUE
2,100,1309,TRUE
1,100,1310,TRUE
2,100,1310,TRUE
1,100,1311,TRUE
2,100,1311,TRUE
1,100,1312,FALSE
2,100,1312,FALSE
1,100,1313,TRUE
2,100,1313,TRUE
1,100,1314,TRUE
2,100,1314,TRUE
1,100,1315,TRUE
2,100,1315,TRUE
1,100,1316,TRUE
2,100,1316,TRUE
1,100,1317,TRUE
2,100,1317,TRUE
1,100,1318,TRUE
2,100,1318,TRUE
1,100,1319,TRUE
2,100,1319,TRUE
1,100,1320,TRUE
2,100,1320,TRUE
1,100,1321,TRUE
2,100,1321,TRUE
1,100,1322,FALSE
2,100,1322,FALSE
1,100,1323,TRUE
2,100,1323,TRUE
1,100,1324,TRUE
2,100,1324,TRUE
1,100,1325,TRUE
2,100,1325,TRUE
1,100,1326,FALSE
2,100,1326,FALSE
1,100,1327,TRUE
2,100,1327,TRUE
1,100,1328,TRUE
2,100,1328,TRUE
1,100,1329,TRUE
2,100,1329,TRUE
1,100,1330,TRUE
2,100,1330,TRUE
1,100,1331,TRUE
2,100,1331,TRUE
1,100,1332,TRUE
2,100,1332,TRUE
1,100,1333,TRUE
2,100,1333,TRUE
1,100,1334,TRUE
2,100,1334,TRUE
1,100,1335,TRUE
2,100,1335,TRUE
1,100,1336,TRUE
2,100,1336,TRUE
1,100,1337,TRUE
2,100,1337,TRUE
1,100,1338,FALSE
2,100,1338,FALSE
1,100,1339,TRUE
2,100,1339,TRUE
1,100,1340,FALSE
2,100,1340,FALSE
1,100,1341,TRUE
2,100,1341,TRUE
1,100,1342,TRUE
2,100,1342,TRUE
1,100,1343,TRUE
2,100,1343,TRUE
1,100,1344,TRUE
2,100,1344,TRUE
1,100,1345,TRUE
2,100,1345,TRUE
1,100,1346,TRUE
2,100,1346,TRUE
1,100,1347,TRUE
2,100,1347,TRUE
1,100,1348,TRUE
2,100,1348,TRUE
1,100,1349,TRUE
2,100,1349,TRUE
1,100,1350,TRUE
2,100,1350,TRUE
1,100,1351,TRUE
2,100,1351,TRUE
1,100,1352,TRUE
2,100,1352,TRUE
1,100,1353,FALSE
2,100,1353,FALSE
1,100,1354,TRUE
2,100,1354,TRUE
1,100,1355,TRUE
2,100,1355,TRUE
1,100,1356,TRUE
2,100,1356,TRUE
1,100,1357,TRUE
2,100,1357,TRUE
1,100,1358,TRUE
2,100,1358,TRUE
1,100,1359,FALSE
2,100,1359,FALSE
1,100,1360,TRUE
2,100,1360,TRUE
1,100,1361,TRUE
2,100,1361,TRUE
1,100,1362,TRUE
2,100,1362,TRUE
1,100,1363,TRUE
2,100,1363,TRUE
1,100,1364,TRUE
2,100,1364,TRUE
1,100,1365,TRUE
2,100,1365,TRUE
1,100,1366,TRUE
2,100,1366,TRUE
1,100,1367,TRUE
2,100,1367,TRUE
1,100,1368,TRUE
2,100,1368,TRUE
1,100,1369,TRUE
2,100,1369,TRUE
1,100,1370,TRUE
2,100,1370,TRUE
1,100,1371,TRUE
2,100,1371,TRUE
1,100,1372,TRUE
2,100,1372,TRUE
1,100,1373,TRUE
2,100,1373,TRUE
1,100,1374,TRUE
2,100,1374,TRUE
1,100,1375,TRUE
2,100,1375,TRUE
1,100,1376,TRUE
2,100,1376,TRUE
1,100,1377,TRUE
2,100,1377,TRUE
1,100,1378,TRUE
2,100,1378,TRUE
1,100,1379,TRUE
2,100,1379,TRUE
1,100,1380,TRUE
2,100,1380,TRUE
1,100,1381,TRUE
2,100,1381,TRUE
1,100,1382,FALSE
2,100,1382,FALSE
1,100,1383,FALSE
2,100,1383,FALSE
1,100,1384,FALSE
2,100,1384,FALSE
1,100,1385,FALSE
2,100,1385,FALSE
1,100,1386,TRUE
2,100,1386,TRUE
1,100,1387,TRUE
2,100,1387,TRUE
1,100,1388,TRUE
2,100,1388,TRUE
1,100,1389,TRUE
2,100,1389,TRUE
1,100,1390,FALSE
2,100,1390,FALSE
1,100,1391,TRUE
2,100,1391,TRUE
1,100,1392,TRUE
2,100,1392,TRUE
1,100,1393,TRUE
2,100,1393,TRUE
1,100,1394,TRUE
2,100,1394,TRUE
1,100,1395,TRUE
2,100,1395,TRUE
1,100,1396,TRUE
2,100,1396,TRUE
1,100,1397,TRUE
2,100,1397,TRUE
1,100,1398,TRUE
2,100,1398,TRUE
1,100,1399,TRUE
2,100,1399,TRUE
1,100,1400,TRUE
2,100,1400,TRUE
1,100,1401,TRUE
2,100,1401,TRUE
1,100,1402,TRUE
2,100,1402,TRUE
1,100,1403,TRUE
2,100,1403,TRUE
1,100,1404,TRUE
2,100,1404,TRUE
1,100,1405,TRUE
2,100,1405,TRUE
1,100,1406,TRUE
2,100,1406,TRUE
1,100,1407,TRUE
2,100,1407,TRUE
1,100,1408,TRUE
2,100,1408,TRUE
1,100,1409,TRUE
2,100,1409,TRUE
1,100,1410,TRUE
2,100,1410,TRUE
1,100,1411,TRUE
2,100,1411,TRUE
1,100,1412,TRUE
2,100,1412,TRUE
1,100,1413,TRUE
2,100,1413,TRUE
1,100,1414,FALSE
2,100,1414,FALSE
1,100,1415,TRUE
2,100,1415,TRUE
1,100,1416,TRUE
2,100,1416,TRUE
1,100,1417,TRUE
2,100,1417,TRUE
1,100,1418,TRUE
2,100,1418,TRUE
1,100,1419,TRUE
2,100,1419,TRUE
1,100,1420,TRUE
2,100,1420,TRUE
1,100,1421,TRUE
2,100,1421,TRUE
1,100,1422,TRUE
2,100,1422,TRUE
1,100,1423,TRUE
2,100,1423,TRUE
1,100,1424,TRUE
2,100,1424,TRUE
1,100,1425,TRUE
2,100,1425,TRUE
1,100,1426,TRUE
2,100,1426,TRUE
1,100,1427,TRUE
2,100,1427,TRUE
1,100,1428,TRUE
2,100,1428,TRUE
1,100,1429,TRUE
2,100,1429,TRUE
1,100,1430,TRUE
2,100,1430,TRUE
1,100,1431,TRUE
2,100,1431,TRUE
1,100,1432,TRUE
2,100,1432,TRUE
1,100,1433,TRUE
2,100,1433,TRUE
1,100,1434,FALSE
2,100,1434,FALSE
1,100,1435,FALSE
2,100,1435,FALSE
1,100,1436,FALSE
2,100,1436,FALSE
1,100,1437,TRUE
2,100,1437,TRUE
1,100,1438,TRUE
2,100,1438,TRUE
1,100,1439,TRUE
2,100,1439,TRUE
1,100,1440,TRUE
2,100,1440,TRUE
1,100,1441,TRUE
2,100,1441,TRUE
1,100,1442,FALSE
2,100,1442,FALSE
1,100,1443,TRUE
2,100,1443,TRUE
1,100,1444,TRUE
2,100,1444,TRUE
1,100,1445,TRUE
2,100,1445,TRUE
1,100,1446,TRUE
2,100,1446,TRUE
1,100,1447,TRUE
2,100,1447,TRUE
1,100,1448,TRUE
2,100,1448,TRUE
1,100,1449,TRUE
2,100,1449,TRUE
1,100,1450,TRUE
2,100,1450,TRUE
1,100,1451,TRUE
2,100,1451,TRUE
1,100,1452,TRUE
2,100,1452,TRUE
1,100,1453,FALSE
2,100,1453,FALSE
1,100,1454,FALSE
2,100,1454,FALSE
1,100,1455,TRUE
2,100,1455,TRUE
1,100,1456,TRUE
2,100,1456,TRUE
1,100,1457,FALSE
2,100,1457,FALSE
1,100,1458,TRUE
2,100,1458,TRUE
1,100,1459,TRUE
2,100,1459,TRUE
1,100,1460,TRUE
2,100,1460,TRUE
1,100,1461,TRUE
2,100,1461,TRUE
1,100,1462,TRUE
2,100,1462,TRUE
1,100,1463,FALSE
2,100,1463,FALSE
1,100,1464,TRUE
2,100,1464,TRUE
1,100,1465,TRUE
2,100,1465,TRUE
1,100,1466,FALSE
2,100,1466,FALSE
1,100,1467,TRUE
2,100,1467,TRUE
1,100,1468,TRUE
2,100,1468,TRUE
1,100,1469,TRUE
2,100,1469,TRUE
1,100,1470,TRUE
2,100,1470,TRUE
1,100,1471,FALSE
2,100,1471,FALSE
1,100,1472,TRUE
2,100,1472,TRUE
1,100,1473,TRUE
2,100,1473,TRUE
1,100,1474,TRUE
2,100,1474,TRUE
1,100,1475,TRUE
2,100,1475,TRUE
1,100,1476,TRUE
2,100,1476,TRUE
1,100,1477,TRUE
2,100,1477,TRUE
1,100,1478,TRUE
2,100,1478,TRUE
1,100,1479,TRUE
2,100,1479,TRUE
1,100,1480,TRUE
2,100,1480,TRUE
1,100,1481,FALSE
2,100,1481,FALSE
1,100,1482,TRUE
2,100,1482,TRUE
1,100,1483,TRUE
2,100,1483,TRUE
1,100,1484,TRUE
2,100,1484,TRUE
1,100,1485,TRUE
2,100,1485,TRUE
1,100,1486,TRUE
2,100,1486,TRUE
1,100,1487,TRUE
2,100,1487,TRUE
1,100,1488,TRUE
2,100,1488,TRUE
1,100,1489,FALSE
2,100,1489,FALSE
1,100,1490,TRUE
2,100,1490,TRUE
1,100,1491,FALSE
2,100,1491,FALSE
1,100,1492,FALSE
2,100,1492,FALSE
1,100,1493,TRUE
2,100,1493,TRUE
1,100,1494,TRUE
2,100,1494,TRUE
1,100,1495,TRUE
2,100,1495,TRUE
1,100,1496,TRUE
2,100,1496,TRUE
1,100,1497,TRUE
2,100,1497,TRUE
1,100,1498,TRUE
2,100,1498,TRUE
1,100,1499,TRUE
2,100,1499,TRUE
1,100,1500,TRUE
2,100,1500,TRUE
1,100,1501,TRUE
2,100,1501,TRUE
1,100,1502,TRUE
2,100,1502,TRUE
1,100,1503,TRUE
2,100,1503,TRUE
1,100,1504,TRUE
2,100,1504,TRUE
1,100,1505,TRUE
2,100,1505,TRUE
1,100,1506,TRUE
2,100,1506,TRUE
1,100,1507,FALSE
2,100,1507,FALSE
1,100,1508,TRUE
2,100,1508,TRUE
1,100,1509,TRUE
2,100,1509,TRUE
1,100,1510,TRUE
2,100,1510,TRUE
1,100,1511,TRUE
2,100,1511,TRUE
1,100,1512,FALSE
2,100,1512,FALSE
1,100,1513,TRUE
2,100,1513,TRUE
1,100,1514,FALSE
2,100,1514,FALSE
1,100,1515,TRUE
2,100,1515,TRUE
1,100,1516,TRUE
2,100,1516,TRUE
1,100,1517,TRUE
2,100,1517,TRUE
1,100,1518,TRUE
2,100,1518,TRUE
1,100,1519,FALSE
2,100,1519,FALSE
1,100,1520,TRUE
2,100,1520,TRUE
1,100,1521,TRUE
2,100,1521,TRUE
1,100,1522,TRUE
2,100,1522,TRUE
1,100,1523,TRUE
2,100,1523,TRUE
1,100,1524,FALSE
2,100,1524,FALSE
1,100,1525,TRUE
2,100,1525,TRUE
1,100,1526,TRUE
2,100,1526,TRUE
1,100,1527,TRUE
2,100,1527,TRUE
1,100,1528,FALSE
2,100,1528,FALSE
1,100,1529,TRUE
2,100,1529,TRUE
1,100,1530,TRUE
2,100,1530,TRUE
1,100,1531,TRUE
2,100,1531,TRUE
1,100,1532,TRUE
2,100,1532,TRUE
1,100,1533,TRUE
2,100,1533,TRUE
1,100,1534,TRUE
2,100,1534,TRUE
1,100,1535,TRUE
2,100,1535,TRUE
1,100,1536,TRUE
2,100,1536,TRUE
1,100,1537,TRUE
2,100,1537,TRUE
1,100,1538,TRUE
2,100,1538,TRUE
1,100,1539,TRUE
2,100,1539,TRUE
1,100,1540,TRUE
2,100,1540,TRUE
1,100,1541,TRUE
2,100,1541,TRUE
1,100,1542,TRUE
2,100,1542,TRUE
1,100,1543,TRUE
2,100,1543,TRUE
1,100,1544,TRUE
2,100,1544,TRUE
1,100,1545,TRUE
2,100,1545,TRUE
1,100,1546,TRUE
2,100,1546,TRUE
1,100,1547,TRUE
2,100,1547,TRUE
1,100,1548,TRUE
2,100,1548,TRUE
1,100,1549,TRUE
2,100,1549,TRUE
1,100,1550,FALSE
2,100,1550,FALSE
1,100,1551,FALSE
2,100,1551,FALSE
1,100,1552,TRUE
2,100,1552,TRUE
1,100,1553,TRUE
2,100,1553,TRUE
1,100,1554,TRUE
2,100,1554,TRUE
1,100,1555,TRUE
2,100,1555,TRUE
1,100,1556,TRUE
2,100,1556,TRUE
1,100,1557,TRUE
2,100,1557,TRUE
1,100,1558,TRUE
2,100,1558,TRUE
1,100,1559,TRUE
2,100,1559,TRUE
1,100,1560,TRUE
2,100,1560,TRUE
1,100,1561,TRUE
2,100,1561,TRUE
1,100,1562,TRUE
2,100,1562,TRUE
1,100,1563,TRUE
2,100,1563,TRUE
1,100,1564,TRUE
2,100,1564,TRUE
1,100,1565,TRUE
2,100,1565,TRUE
1,100,1566,TRUE
2,100,1566,TRUE
1,100,1567,TRUE
2,100,1567,TRUE
1,100,1568,TRUE
2,100,1568,TRUE
1,100,1569,TRUE
2,100,1569,TRUE
1,100,1570,TRUE
2,100,1570,TRUE
1,100,1571,TRUE
2,100,1571,TRUE
1,100,1572,FALSE
2,100,1572,FALSE
1,100,1573,TRUE
2,100,1573,TRUE
1,100,1574,TRUE
2,100,1574,TRUE
1,100,1575,TRUE
2,100,1575,TRUE
1,100,1576,TRUE
2,100,1576,TRUE
1,100,1577,TRUE
2,100,1577,TRUE
1,100,1578,TRUE
2,100,1578,TRUE
1,100,1579,TRUE
2,100,1579,TRUE
1,100,1580,TRUE
2,100,1580,TRUE
1,100,1581,TRUE
2,100,1581,TRUE
1,100,1582,TRUE
2,100,1582,TRUE
1,100,1583,TRUE
2,100,1583,TRUE
1,100,1584,TRUE
2,100,1584,TRUE
1,100,1585,TRUE
2,100,1585,TRUE
1,100,1586,TRUE
2,100,1586,TRUE
1,100,1587,TRUE
2,100,1587,TRUE
1,100,1588,TRUE
2,100,1588,TRUE
1,100,1589,TRUE
2,100,1589,TRUE
1,100,1590,TRUE
2,100,1590,TRUE
1,100,1591,TRUE
2,100,1591,TRUE
1,100,1592,TRUE
2,100,1592,TRUE
1,100,1593,TRUE
2,100,1593,TRUE
1,100,1594,FALSE
2,100,1594,FALSE
1,100,1595,TRUE
2,100,1595,TRUE
1,100,1596,TRUE
2,100,1596,TRUE
1,100,1597,TRUE
2,100,1597,TRUE
1,100,1598,TRUE
2,100,1598,TRUE
1,100,1599,TRUE
2,100,1599,TRUE
1,100,1600,TRUE
2,100,1600,TRUE
1,100,1601,TRUE
2,100,1601,TRUE
1,100,1602,FALSE
2,100,1602,FALSE
1,100,1603,TRUE
2,100,1603,TRUE
1,100,1604,TRUE
2,100,1604,TRUE
1,100,1605,TRUE
2,100,1605,TRUE
1,100,1606,FALSE
2,100,1606,FALSE
1,100,1607,FALSE
2,100,1607,FALSE
1,100,1608,TRUE
2,100,1608,TRUE
1,100,1609,TRUE
2,100,1609,TRUE
1,100,1610,TRUE
2,100,1610,TRUE
1,100,1611,FALSE
2,100,1611,FALSE
1,100,1612,TRUE
2,100,1612,TRUE
1,100,1613,FALSE
2,100,1613,FALSE
1,100,1614,FALSE
2,100,1614,FALSE
1,100,1615,TRUE
2,100,1615,TRUE
1,100,1616,TRUE
2,100,1616,TRUE
1,100,1617,TRUE
2,100,1617,TRUE
1,100,1618,TRUE
2,100,1618,TRUE
1,100,1619,TRUE
2,100,1619,TRUE
1,100,1620,TRUE
2,100,1620,TRUE
1,100,1621,TRUE
2,100,1621,TRUE
1,100,1622,FALSE
2,100,1622,FALSE
1,100,1623,TRUE
2,100,1623,TRUE
1,100,1624,TRUE
2,100,1624,TRUE
1,100,1625,TRUE
2,100,1625,TRUE
1,100,1626,FALSE
2,100,1626,FALSE
1,100,1627,FALSE
2,100,1627,FALSE
1,100,1628,TRUE
2,100,1628,TRUE
1,100,1629,TRUE
2,100,1629,TRUE
1,100,1630,TRUE
2,100,1630,TRUE
1,100,1631,TRUE
2,100,1631,TRUE
1,100,1632,TRUE
2,100,1632,TRUE
1,100,1633,TRUE
2,100,1633,TRUE
1,100,1634,TRUE
2,100,1634,TRUE
1,100,1635,TRUE
2,100,1635,TRUE
1,100,1636,FALSE
2,100,1636,FALSE
1,100,1637,TRUE
2,100,1637,TRUE
1,100,1638,FALSE
2,100,1638,FALSE
1,100,1639,TRUE
2,100,1639,TRUE
1,100,1640,TRUE
2,100,1640,TRUE
1,100,1641,FALSE
2,100,1641,FALSE
1,100,1642,TRUE
2,100,1642,TRUE
1,100,1643,TRUE
2,100,1643,TRUE
1,100,1644,TRUE
2,100,1644,TRUE
1,100,1645,TRUE
2,100,1645,TRUE
1,100,1646,FALSE
2,100,1646,FALSE
1,100,1647,TRUE
2,100,1647,TRUE
1,100,1648,TRUE
2,100,1648,TRUE
1,100,1649,FALSE
2,100,1649,FALSE
1,100,1650,FALSE
2,100,1650,FALSE
1,100,1651,FALSE
2,100,1651,FALSE
1,100,1652,TRUE
2,100,1652,TRUE
1,100,1653,TRUE
2,100,1653,TRUE
1,100,1654,FALSE
2,100,1654,FALSE
1,100,1655,FALSE
2,100,1655,FALSE
1,100,1656,TRUE
2,100,1656,TRUE
1,100,1657,TRUE
2,100,1657,TRUE
1,100,1658,TRUE
2,100,1658,TRUE
1,100,1659,TRUE
2,100,1659,TRUE
1,100,1660,TRUE
2,100,1660,TRUE
1,100,1661,TRUE
2,100,1661,TRUE
1,100,1662,TRUE
2,100,1662,TRUE
1,100,1663,FALSE
2,100,1663,FALSE
1,100,1664,TRUE
2,100,1664,TRUE
1,100,1665,TRUE
2,100,1665,TRUE
1,100,1666,TRUE
2,100,1666,TRUE
1,100,1667,TRUE
2,100,1667,TRUE
1,100,1668,TRUE
2,100,1668,TRUE
1,100,1669,TRUE
2,100,1669,TRUE
1,100,1670,TRUE
2,100,1670,TRUE
1,100,1671,TRUE
2,100,1671,TRUE
1,100,1672,TRUE
2,100,1672,TRUE
1,100,1673,FALSE
2,100,1673,FALSE
1,100,1674,TRUE
2,100,1674,TRUE
1,100,1675,TRUE
2,100,1675,TRUE
1,100,1676,FALSE
2,100,1676,FALSE
1,100,1677,TRUE
2,100,1677,TRUE
1,100,1678,TRUE
2,100,1678,TRUE
1,100,1679,FALSE
2,100,1679,FALSE
1,100,1680,TRUE
2,100,1680,TRUE
1,100,1681,TRUE
2,100,1681,TRUE
1,100,1682,TRUE
2,100,1682,TRUE
1,100,1683,TRUE
2,100,1683,TRUE
1,100,1684,TRUE
2,100,1684,TRUE
1,100,1685,TRUE
2,100,1685,TRUE
1,100,1686,TRUE
2,100,1686,TRUE
1,100,1687,TRUE
2,100,1687,TRUE
1,100,1688,TRUE
2,100,1688,TRUE
1,100,1689,TRUE
2,100,1689,TRUE
1,100,1690,TRUE
2,100,1690,TRUE
1,100,1691,TRUE
2,100,1691,TRUE
1,100,1692,TRUE
2,100,1692,TRUE
1,100,1693,TRUE
2,100,1693,TRUE
1,100,1694,TRUE
2,100,1694,TRUE
1,100,1695,TRUE
2,100,1695,TRUE
1,100,1696,FALSE
2,100,1696,FALSE
1,100,1697,TRUE
2,100,1697,TRUE
1,100,1698,TRUE
2,100,1698,TRUE
1,100,1699,TRUE
2,100,1699,TRUE
1,100,1700,FALSE
2,100,1700,FALSE
1,100,1701,TRUE
2,100,1701,TRUE
1,100,1702,TRUE
2,100,1702,TRUE
1,100,1703,FALSE
2,100,1703,FALSE
1,100,1704,TRUE
2,100,1704,TRUE
1,100,1705,TRUE
2,100,1705,TRUE
1,100,1706,TRUE
2,100,1706,TRUE
1,100,1707,TRUE
2,100,1707,TRUE
1,100,1708,TRUE
2,100,1708,TRUE
1,100,1709,TRUE
2,100,1709,TRUE
1,100,1710,TRUE
2,100,1710,TRUE
1,100,1711,FALSE
2,100,1711,FALSE
1,100,1712,TRUE
2,100,1712,TRUE
1,100,1713,TRUE
2,100,1713,TRUE
1,100,1714,TRUE
2,100,1714,TRUE
1,100,1715,TRUE
2,100,1715,TRUE
1,100,1716,TRUE
2,100,1716,TRUE
1,100,1717,TRUE
2,100,1717,TRUE
1,100,1718,TRUE
2,100,1718,TRUE
1,100,1719,TRUE
2,100,1719,TRUE
1,100,1720,TRUE
2,100,1720,TRUE
1,100,1721,TRUE
2,100,1721,TRUE
1,100,1722,TRUE
2,100,1722,TRUE
1,100,1723,TRUE
2,100,1723,TRUE
1,100,1724,FALSE
2,100,1724,FALSE
1,100,1725,TRUE
2,100,1725,TRUE
1,100,1726,TRUE
2,100,1726,TRUE
1,100,1727,TRUE
2,100,1727,TRUE
1,100,1728,TRUE
2,100,1728,TRUE
1,100,1729,TRUE
2,100,1729,TRUE
1,100,1730,TRUE
2,100,1730,TRUE
1,100,1731,TRUE
2,100,1731,TRUE
1,100,1732,TRUE
2,100,1732,TRUE
1,100,1733,TRUE
2,100,1733,TRUE
1,100,1734,TRUE
2,100,1734,TRUE
1,100,1735,TRUE
2,100,1735,TRUE
1,100,1736,FALSE
2,100,1736,FALSE
1,100,1737,TRUE
2,100,1737,TRUE
1,100,1738,TRUE
2,100,1738,TRUE
1,100,1739,TRUE
2,100,1739,TRUE
1,100,1740,TRUE
2,100,1740,TRUE
1,100,1741,TRUE
2,100,1741,TRUE
1,100,1742,TRUE
2,100,1742,TRUE
1,100,1743,TRUE
2,100,1743,TRUE
1,100,1744,TRUE
2,100,1744,TRUE
1,100,1745,TRUE
2,100,1745,TRUE
1,100,1746,TRUE
2,100,1746,TRUE
1,100,1747,TRUE
2,100,1747,TRUE
1,100,1748,TRUE
2,100,1748,TRUE
1,100,1749,TRUE
2,100,1749,TRUE
1,100,1750,TRUE
2,100,1750,TRUE
1,100,1751,TRUE
2,100,1751,TRUE
1,100,1752,TRUE
2,100,1752,TRUE
1,100,1753,TRUE
2,100,1753,TRUE
1,100,1754,FALSE
2,100,1754,FALSE
1,100,1755,TRUE
2,100,1755,TRUE
1,100,1756,FALSE
2,100,1756,FALSE
1,100,1757,TRUE
2,100,1757,TRUE
1,100,1758,TRUE
2,100,1758,TRUE
1,100,1759,TRUE
2,100,1759,TRUE
1,100,1760,TRUE
2,100,1760,TRUE
1,100,1761,TRUE
2,100,1761,TRUE
1,100,1762,FALSE
2,100,1762,FALSE
1,100,1763,TRUE
2,100,1763,TRUE
1,100,1764,TRUE
2,100,1764,TRUE
1,100,1765,FALSE
2,100,1765,FALSE
1,100,1766,TRUE
2,100,1766,TRUE
1,100,1767,TRUE
2,100,1767,TRUE
1,100,1768,TRUE
2,100,1768,TRUE
1,100,1769,FALSE
2,100,1769,FALSE
1,100,1770,TRUE
2,100,1770,TRUE
1,100,1771,TRUE
2,100,1771,TRUE
1,100,1772,TRUE
2,100,1772,TRUE
1,100,1773,TRUE
2,100,1773,TRUE
1,100,1774,TRUE
2,100,1774,TRUE
1,100,1775,TRUE
2,100,1775,TRUE
1,100,1776,TRUE
2,100,1776,TRUE
1,100,1777,TRUE
2,100,1777,TRUE
1,100,1778,TRUE
2,100,1778,TRUE
1,100,1779,TRUE
2,100,1779,TRUE
1,100,1780,TRUE
2,100,1780,TRUE
1,100,1781,TRUE
2,100,1781,TRUE
1,100,1782,TRUE
2,100,1782,TRUE
1,100,1783,TRUE
2,100,1783,TRUE
1,100,1784,TRUE
2,100,1784,TRUE
1,100,1785,TRUE
2,100,1785,TRUE
1,100,1786,TRUE
2,100,1786,TRUE
1,100,1787,TRUE
2,100,1787,TRUE
1,100,1788,TRUE
2,100,1788,TRUE
1,100,1789,FALSE
2,100,1789,FALSE
1,100,1790,FALSE
2,100,1790,FALSE
1,100,1791,TRUE
2,100,1791,TRUE
1,100,1792,TRUE
2,100,1792,TRUE
1,100,1793,TRUE
2,100,1793,TRUE
1,100,1794,TRUE
2,100,1794,TRUE
1,100,1795,TRUE
2,100,1795,TRUE
1,100,1796,TRUE
2,100,1796,TRUE
1,100,1797,TRUE
2,100,1797,TRUE
1,100,1798,TRUE
2,100,1798,TRUE
1,100,1799,FALSE
2,100,1799,FALSE
1,100,1800,FALSE
2,100,1800,FALSE
1,100,1801,TRUE
2,100,1801,TRUE
1,100,1802,TRUE
2,100,1802,TRUE
1,100,1803,FALSE
2,100,1803,FALSE
1,100,1804,TRUE
2,100,1804,TRUE
1,100,1805,FALSE
2,100,1805,FALSE
1,100,1806,TRUE
2,100,1806,TRUE
1,100,1807,TRUE
2,100,1807,TRUE
1,100,1808,TRUE
2,100,1808,TRUE
1,100,1809,TRUE
2,100,1809,TRUE
1,100,1810,TRUE
2,100,1810,TRUE
1,100,1811,FALSE
2,100,1811,FALSE
1,100,1812,TRUE
2,100,1812,TRUE
1,100,1813,TRUE
2,100,1813,TRUE
1,100,1814,TRUE
2,100,1814,TRUE
1,100,1815,TRUE
2,100,1815,TRUE
1,100,1816,FALSE
2,100,1816,FALSE
1,100,1817,TRUE
2,100,1817,TRUE
1,100,1818,TRUE
2,100,1818,TRUE
1,100,1819,TRUE
2,100,1819,TRUE
1,100,1820,FALSE
2,100,1820,FALSE
1,100,1821,TRUE
2,100,1821,TRUE
1,100,1822,TRUE
2,100,1822,TRUE
1,100,1823,TRUE
2,100,1823,TRUE
1,100,1824,TRUE
2,100,1824,TRUE
1,100,1825,TRUE
2,100,1825,TRUE
1,100,1826,TRUE
2,100,1826,TRUE
1,100,1827,TRUE
2,100,1827,TRUE
1,100,1828,TRUE
2,100,1828,TRUE
1,100,1829,TRUE
2,100,1829,TRUE
1,100,1830,TRUE
